Force: -0.7600691787035517
Flowrate: 0.013941223012651077
Power: 0.25693674012315937
r [m]       	vel [m/s]   	Tau [N/m²]  	
    0.048150	    0.492661	    -53.0960	
    0.048175	    0.492574	    -53.1220	
    0.048200	    0.492487	    -53.1480	
    0.048225	    0.492401	    -53.1740	
    0.048250	    0.492314	    -53.2000	
    0.048275	    0.492227	    -53.2260	
    0.048300	    0.492140	    -53.2520	
    0.048325	    0.492054	    -53.2780	
    0.048350	    0.491967	    -53.3040	
    0.048375	    0.491880	    -53.3300	
    0.048400	    0.491793	    -53.3560	
    0.048425	    0.491706	    -53.3820	
    0.048450	    0.491619	    -53.4080	
    0.048475	    0.491531	    -53.4340	
    0.048500	    0.491444	    -53.4600	
    0.048525	    0.491357	    -53.4859	
    0.048550	    0.491270	    -53.5119	
    0.048575	    0.491182	    -53.5379	
    0.048600	    0.491095	    -53.5639	
    0.048625	    0.491008	    -53.5899	
    0.048650	    0.490920	    -53.6158	
    0.048675	    0.490833	    -53.6418	
    0.048700	    0.490745	    -53.6678	
    0.048725	    0.490657	    -53.6937	
    0.048750	    0.490570	    -53.7197	
    0.048775	    0.490482	    -53.7456	
    0.048800	    0.490394	    -53.7716	
    0.048825	    0.490306	    -53.7976	
    0.048850	    0.490219	    -53.8235	
    0.048875	    0.490131	    -53.8495	
    0.048900	    0.490043	    -53.8754	
    0.048925	    0.489955	    -53.9014	
    0.048950	    0.489867	    -53.9273	
    0.048975	    0.489779	    -53.9533	
    0.049000	    0.489690	    -53.9792	
    0.049025	    0.489602	    -54.0051	
    0.049050	    0.489514	    -54.0311	
    0.049075	    0.489426	    -54.0570	
    0.049100	    0.489337	    -54.0829	
    0.049125	    0.489249	    -54.1089	
    0.049150	    0.489161	    -54.1348	
    0.049175	    0.489072	    -54.1607	
    0.049200	    0.488984	    -54.1867	
    0.049225	    0.488895	    -54.2126	
    0.049250	    0.488806	    -54.2385	
    0.049275	    0.488718	    -54.2644	
    0.049300	    0.488629	    -54.2903	
    0.049325	    0.488540	    -54.3162	
    0.049350	    0.488451	    -54.3422	
    0.049375	    0.488362	    -54.3681	
    0.049400	    0.488274	    -54.3940	
    0.049425	    0.488185	    -54.4199	
    0.049450	    0.488096	    -54.4458	
    0.049475	    0.488006	    -54.4717	
    0.049500	    0.487917	    -54.4976	
    0.049525	    0.487828	    -54.5235	
    0.049550	    0.487739	    -54.5494	
    0.049575	    0.487650	    -54.5753	
    0.049600	    0.487560	    -54.6012	
    0.049625	    0.487471	    -54.6271	
    0.049650	    0.487382	    -54.6529	
    0.049675	    0.487292	    -54.6788	
    0.049700	    0.487203	    -54.7047	
    0.049725	    0.487113	    -54.7306	
    0.049750	    0.487024	    -54.7565	
    0.049775	    0.486934	    -54.7824	
    0.049800	    0.486844	    -54.8082	
    0.049825	    0.486755	    -54.8341	
    0.049850	    0.486665	    -54.8600	
    0.049875	    0.486575	    -54.8858	
    0.049900	    0.486485	    -54.9117	
    0.049925	    0.486395	    -54.9376	
    0.049950	    0.486305	    -54.9634	
    0.049975	    0.486215	    -54.9893	
    0.050000	    0.486125	    -55.0152	
    0.050025	    0.486035	    -55.0410	
    0.050050	    0.485945	    -55.0669	
    0.050075	    0.485855	    -55.0927	
    0.050100	    0.485764	    -55.1186	
    0.050125	    0.485674	    -55.1444	
    0.050150	    0.485584	    -55.1703	
    0.050175	    0.485493	    -55.1961	
    0.050200	    0.485403	    -55.2219	
    0.050225	    0.485312	    -55.2478	
    0.050250	    0.485222	    -55.2736	
    0.050275	    0.485131	    -55.2995	
    0.050300	    0.485041	    -55.3253	
    0.050325	    0.484950	    -55.3511	
    0.050350	    0.484859	    -55.3769	
    0.050375	    0.484768	    -55.4028	
    0.050400	    0.484678	    -55.4286	
    0.050425	    0.484587	    -55.4544	
    0.050450	    0.484496	    -55.4802	
    0.050475	    0.484405	    -55.5061	
    0.050500	    0.484314	    -55.5319	
    0.050525	    0.484223	    -55.5577	
    0.050550	    0.484131	    -55.5835	
    0.050575	    0.484040	    -55.6093	
    0.050600	    0.483949	    -55.6351	
    0.050625	    0.483858	    -55.6609	
    0.050650	    0.483766	    -55.6867	
    0.050675	    0.483675	    -55.7125	
    0.050700	    0.483584	    -55.7383	
    0.050725	    0.483492	    -55.7641	
    0.050750	    0.483401	    -55.7899	
    0.050775	    0.483309	    -55.8157	
    0.050800	    0.483218	    -55.8415	
    0.050825	    0.483126	    -55.8673	
    0.050850	    0.483034	    -55.8931	
    0.050875	    0.482942	    -55.9189	
    0.050900	    0.482851	    -55.9446	
    0.050925	    0.482759	    -55.9704	
    0.050950	    0.482667	    -55.9962	
    0.050975	    0.482575	    -56.0220	
    0.051000	    0.482483	    -56.0478	
    0.051025	    0.482391	    -56.0735	
    0.051050	    0.482299	    -56.0993	
    0.051075	    0.482207	    -56.1251	
    0.051100	    0.482114	    -56.1508	
    0.051125	    0.482022	    -56.1766	
    0.051150	    0.481930	    -56.2024	
    0.051175	    0.481838	    -56.2281	
    0.051200	    0.481745	    -56.2539	
    0.051225	    0.481653	    -56.2796	
    0.051250	    0.481560	    -56.3054	
    0.051275	    0.481468	    -56.3311	
    0.051300	    0.481375	    -56.3569	
    0.051325	    0.481283	    -56.3826	
    0.051350	    0.481190	    -56.4084	
    0.051375	    0.481097	    -56.4341	
    0.051400	    0.481004	    -56.4599	
    0.051425	    0.480912	    -56.4856	
    0.051450	    0.480819	    -56.5113	
    0.051475	    0.480726	    -56.5371	
    0.051500	    0.480633	    -56.5628	
    0.051525	    0.480540	    -56.5885	
    0.051550	    0.480447	    -56.6143	
    0.051575	    0.480354	    -56.6400	
    0.051600	    0.480261	    -56.6657	
    0.051625	    0.480167	    -56.6914	
    0.051650	    0.480074	    -56.7171	
    0.051675	    0.479981	    -56.7429	
    0.051700	    0.479887	    -56.7686	
    0.051725	    0.479794	    -56.7943	
    0.051750	    0.479701	    -56.8200	
    0.051775	    0.479607	    -56.8457	
    0.051800	    0.479514	    -56.8714	
    0.051825	    0.479420	    -56.8971	
    0.051850	    0.479326	    -56.9228	
    0.051875	    0.479233	    -56.9485	
    0.051900	    0.479139	    -56.9742	
    0.051925	    0.479045	    -56.9999	
    0.051950	    0.478951	    -57.0256	
    0.051975	    0.478857	    -57.0513	
    0.052000	    0.478763	    -57.0770	
    0.052025	    0.478669	    -57.1027	
    0.052050	    0.478575	    -57.1284	
    0.052075	    0.478481	    -57.1541	
    0.052100	    0.478387	    -57.1797	
    0.052125	    0.478293	    -57.2054	
    0.052150	    0.478199	    -57.2311	
    0.052175	    0.478105	    -57.2568	
    0.052200	    0.478010	    -57.2824	
    0.052225	    0.477916	    -57.3081	
    0.052250	    0.477821	    -57.3338	
    0.052275	    0.477727	    -57.3595	
    0.052300	    0.477632	    -57.3851	
    0.052325	    0.477538	    -57.4108	
    0.052350	    0.477443	    -57.4364	
    0.052375	    0.477349	    -57.4621	
    0.052400	    0.477254	    -57.4878	
    0.052425	    0.477159	    -57.5134	
    0.052450	    0.477064	    -57.5391	
    0.052475	    0.476970	    -57.5647	
    0.052500	    0.476875	    -57.5904	
    0.052525	    0.476780	    -57.6160	
    0.052550	    0.476685	    -57.6416	
    0.052575	    0.476590	    -57.6673	
    0.052600	    0.476495	    -57.6929	
    0.052625	    0.476399	    -57.7186	
    0.052650	    0.476304	    -57.7442	
    0.052675	    0.476209	    -57.7698	
    0.052700	    0.476114	    -57.7955	
    0.052725	    0.476018	    -57.8211	
    0.052750	    0.475923	    -57.8467	
    0.052775	    0.475828	    -57.8723	
    0.052800	    0.475732	    -57.8980	
    0.052825	    0.475637	    -57.9236	
    0.052850	    0.475541	    -57.9492	
    0.052875	    0.475445	    -57.9748	
    0.052900	    0.475350	    -58.0004	
    0.052925	    0.475254	    -58.0260	
    0.052950	    0.475158	    -58.0517	
    0.052975	    0.475062	    -58.0773	
    0.053000	    0.474966	    -58.1029	
    0.053025	    0.474870	    -58.1285	
    0.053050	    0.474775	    -58.1541	
    0.053075	    0.474679	    -58.1797	
    0.053100	    0.474582	    -58.2053	
    0.053125	    0.474486	    -58.2309	
    0.053150	    0.474390	    -58.2565	
    0.053175	    0.474294	    -58.2820	
    0.053200	    0.474198	    -58.3076	
    0.053225	    0.474101	    -58.3332	
    0.053250	    0.474005	    -58.3588	
    0.053275	    0.473909	    -58.3844	
    0.053300	    0.473812	    -58.4100	
    0.053325	    0.473716	    -58.4355	
    0.053350	    0.473619	    -58.4611	
    0.053375	    0.473522	    -58.4867	
    0.053400	    0.473426	    -58.5123	
    0.053425	    0.473329	    -58.5378	
    0.053450	    0.473232	    -58.5634	
    0.053475	    0.473136	    -58.5890	
    0.053500	    0.473039	    -58.6145	
    0.053525	    0.472942	    -58.6401	
    0.053550	    0.472845	    -58.6657	
    0.053575	    0.472748	    -58.6912	
    0.053600	    0.472651	    -58.7168	
    0.053625	    0.472554	    -58.7423	
    0.053650	    0.472457	    -58.7679	
    0.053675	    0.472359	    -58.7934	
    0.053700	    0.472262	    -58.8190	
    0.053725	    0.472165	    -58.8445	
    0.053750	    0.472068	    -58.8701	
    0.053775	    0.471970	    -58.8956	
    0.053800	    0.471873	    -58.9211	
    0.053825	    0.471775	    -58.9467	
    0.053850	    0.471678	    -58.9722	
    0.053875	    0.471580	    -58.9977	
    0.053900	    0.471483	    -59.0233	
    0.053925	    0.471385	    -59.0488	
    0.053950	    0.471287	    -59.0743	
    0.053975	    0.471189	    -59.0998	
    0.054000	    0.471092	    -59.1254	
    0.054025	    0.470994	    -59.1509	
    0.054050	    0.470896	    -59.1764	
    0.054075	    0.470798	    -59.2019	
    0.054100	    0.470700	    -59.2274	
    0.054125	    0.470602	    -59.2529	
    0.054150	    0.470504	    -59.2784	
    0.054175	    0.470405	    -59.3039	
    0.054200	    0.470307	    -59.3294	
    0.054225	    0.470209	    -59.3549	
    0.054250	    0.470111	    -59.3804	
    0.054275	    0.470012	    -59.4059	
    0.054300	    0.469914	    -59.4314	
    0.054325	    0.469815	    -59.4569	
    0.054350	    0.469717	    -59.4824	
    0.054375	    0.469618	    -59.5079	
    0.054400	    0.469520	    -59.5334	
    0.054425	    0.469421	    -59.5589	
    0.054450	    0.469322	    -59.5844	
    0.054475	    0.469224	    -59.6099	
    0.054500	    0.469125	    -59.6353	
    0.054525	    0.469026	    -59.6608	
    0.054550	    0.468927	    -59.6863	
    0.054575	    0.468828	    -59.7118	
    0.054600	    0.468729	    -59.7372	
    0.054625	    0.468630	    -59.7627	
    0.054650	    0.468531	    -59.7882	
    0.054675	    0.468432	    -59.8136	
    0.054700	    0.468333	    -59.8391	
    0.054725	    0.468233	    -59.8645	
    0.054750	    0.468134	    -59.8900	
    0.054775	    0.468035	    -59.9155	
    0.054800	    0.467935	    -59.9409	
    0.054825	    0.467836	    -59.9664	
    0.054850	    0.467736	    -59.9918	
    0.054875	    0.467637	    -60.0173	
    0.054900	    0.467537	    -60.0427	
    0.054925	    0.467438	    -60.0681	
    0.054950	    0.467338	    -60.0936	
    0.054975	    0.467238	    -60.1190	
    0.055000	    0.467139	    -60.1445	
    0.055025	    0.467039	    -60.1699	
    0.055050	    0.466939	    -60.1953	
    0.055075	    0.466839	    -60.2207	
    0.055100	    0.466739	    -60.2462	
    0.055125	    0.466639	    -60.2716	
    0.055150	    0.466539	    -60.2970	
    0.055175	    0.466439	    -60.3224	
    0.055200	    0.466339	    -60.3479	
    0.055225	    0.466238	    -60.3733	
    0.055250	    0.466138	    -60.3987	
    0.055275	    0.466038	    -60.4241	
    0.055300	    0.465937	    -60.4495	
    0.055325	    0.465837	    -60.4749	
    0.055350	    0.465736	    -60.5003	
    0.055375	    0.465636	    -60.5257	
    0.055400	    0.465535	    -60.5511	
    0.055425	    0.465435	    -60.5765	
    0.055450	    0.465334	    -60.6019	
    0.055475	    0.465233	    -60.6273	
    0.055500	    0.465133	    -60.6527	
    0.055525	    0.465032	    -60.6781	
    0.055550	    0.464931	    -60.7035	
    0.055575	    0.464830	    -60.7289	
    0.055600	    0.464729	    -60.7543	
    0.055625	    0.464628	    -60.7797	
    0.055650	    0.464527	    -60.8050	
    0.055675	    0.464426	    -60.8304	
    0.055700	    0.464325	    -60.8558	
    0.055725	    0.464224	    -60.8812	
    0.055750	    0.464122	    -60.9065	
    0.055775	    0.464021	    -60.9319	
    0.055800	    0.463920	    -60.9573	
    0.055825	    0.463818	    -60.9827	
    0.055850	    0.463717	    -61.0080	
    0.055875	    0.463615	    -61.0334	
    0.055900	    0.463514	    -61.0587	
    0.055925	    0.463412	    -61.0841	
    0.055950	    0.463311	    -61.1095	
    0.055975	    0.463209	    -61.1348	
    0.056000	    0.463107	    -61.1602	
    0.056025	    0.463005	    -61.1855	
    0.056050	    0.462903	    -61.2109	
    0.056075	    0.462802	    -61.2362	
    0.056100	    0.462700	    -61.2615	
    0.056125	    0.462598	    -61.2869	
    0.056150	    0.462496	    -61.3122	
    0.056175	    0.462394	    -61.3376	
    0.056200	    0.462291	    -61.3629	
    0.056225	    0.462189	    -61.3882	
    0.056250	    0.462087	    -61.4135	
    0.056275	    0.461985	    -61.4389	
    0.056300	    0.461882	    -61.4642	
    0.056325	    0.461780	    -61.4895	
    0.056350	    0.461677	    -61.5148	
    0.056375	    0.461575	    -61.5402	
    0.056400	    0.461472	    -61.5655	
    0.056425	    0.461370	    -61.5908	
    0.056450	    0.461267	    -61.6161	
    0.056475	    0.461165	    -61.6414	
    0.056500	    0.461062	    -61.6667	
    0.056525	    0.460959	    -61.6920	
    0.056550	    0.460856	    -61.7173	
    0.056575	    0.460753	    -61.7426	
    0.056600	    0.460650	    -61.7679	
    0.056625	    0.460547	    -61.7932	
    0.056650	    0.460444	    -61.8185	
    0.056675	    0.460341	    -61.8438	
    0.056700	    0.460238	    -61.8691	
    0.056725	    0.460135	    -61.8944	
    0.056750	    0.460032	    -61.9197	
    0.056775	    0.459929	    -61.9450	
    0.056800	    0.459825	    -61.9703	
    0.056825	    0.459722	    -61.9955	
    0.056850	    0.459618	    -62.0208	
    0.056875	    0.459515	    -62.0461	
    0.056900	    0.459411	    -62.0714	
    0.056925	    0.459308	    -62.0967	
    0.056950	    0.459204	    -62.1219	
    0.056975	    0.459101	    -62.1472	
    0.057000	    0.458997	    -62.1725	
    0.057025	    0.458893	    -62.1977	
    0.057050	    0.458789	    -62.2230	
    0.057075	    0.458685	    -62.2482	
    0.057100	    0.458582	    -62.2735	
    0.057125	    0.458478	    -62.2988	
    0.057150	    0.458374	    -62.3240	
    0.057175	    0.458269	    -62.3493	
    0.057200	    0.458165	    -62.3745	
    0.057225	    0.458061	    -62.3998	
    0.057250	    0.457957	    -62.4250	
    0.057275	    0.457853	    -62.4502	
    0.057300	    0.457748	    -62.4755	
    0.057325	    0.457644	    -62.5007	
    0.057350	    0.457540	    -62.5260	
    0.057375	    0.457435	    -62.5512	
    0.057400	    0.457331	    -62.5764	
    0.057425	    0.457226	    -62.6017	
    0.057450	    0.457122	    -62.6269	
    0.057475	    0.457017	    -62.6521	
    0.057500	    0.456912	    -62.6773	
    0.057525	    0.456807	    -62.7026	
    0.057550	    0.456703	    -62.7278	
    0.057575	    0.456598	    -62.7530	
    0.057600	    0.456493	    -62.7782	
    0.057625	    0.456388	    -62.8034	
    0.057650	    0.456283	    -62.8286	
    0.057675	    0.456178	    -62.8538	
    0.057700	    0.456073	    -62.8790	
    0.057725	    0.455968	    -62.9042	
    0.057750	    0.455862	    -62.9295	
    0.057775	    0.455757	    -62.9547	
    0.057800	    0.455652	    -62.9798	
    0.057825	    0.455546	    -63.0050	
    0.057850	    0.455441	    -63.0302	
    0.057875	    0.455336	    -63.0554	
    0.057900	    0.455230	    -63.0806	
    0.057925	    0.455125	    -63.1058	
    0.057950	    0.455019	    -63.1310	
    0.057975	    0.454913	    -63.1562	
    0.058000	    0.454808	    -63.1814	
    0.058025	    0.454702	    -63.2065	
    0.058050	    0.454596	    -63.2317	
    0.058075	    0.454490	    -63.2569	
    0.058100	    0.454384	    -63.2821	
    0.058125	    0.454278	    -63.3072	
    0.058150	    0.454172	    -63.3324	
    0.058175	    0.454066	    -63.3576	
