Force: -0.7600691787035517
Flowrate: 0.013941223012651077
Power: 0.25693674012315937
r [m]       	vel [m/s]   	Tau [N/m²]  	
    0.061575	    0.439180	    -66.7604	
    0.061600	    0.439067	    -66.7853	
    0.061625	    0.438954	    -66.8101	
    0.061650	    0.438841	    -66.8350	
    0.061675	    0.438728	    -66.8599	
    0.061700	    0.438615	    -66.8847	
    0.061725	    0.438501	    -66.9096	
    0.061750	    0.438388	    -66.9345	
    0.061775	    0.438275	    -66.9593	
    0.061800	    0.438162	    -66.9842	
    0.061825	    0.438048	    -67.0090	
    0.061850	    0.437935	    -67.0339	
    0.061875	    0.437822	    -67.0587	
    0.061900	    0.437708	    -67.0836	
    0.061925	    0.437594	    -67.1084	
    0.061950	    0.437481	    -67.1333	
    0.061975	    0.437367	    -67.1581	
    0.062000	    0.437254	    -67.1830	
    0.062025	    0.437140	    -67.2078	
    0.062050	    0.437026	    -67.2327	
    0.062075	    0.436912	    -67.2575	
    0.062100	    0.436798	    -67.2823	
    0.062125	    0.436684	    -67.3071	
    0.062150	    0.436570	    -67.3320	
    0.062175	    0.436456	    -67.3568	
    0.062200	    0.436342	    -67.3816	
    0.062225	    0.436228	    -67.4065	
    0.062250	    0.436114	    -67.4313	
    0.062275	    0.436000	    -67.4561	
    0.062300	    0.435885	    -67.4809	
    0.062325	    0.435771	    -67.5057	
    0.062350	    0.435656	    -67.5305	
    0.062375	    0.435542	    -67.5553	
    0.062400	    0.435427	    -67.5802	
    0.062425	    0.435313	    -67.6050	
    0.062450	    0.435198	    -67.6298	
    0.062475	    0.435084	    -67.6546	
    0.062500	    0.434969	    -67.6794	
    0.062525	    0.434854	    -67.7042	
    0.062550	    0.434739	    -67.7290	
    0.062575	    0.434625	    -67.7537	
    0.062600	    0.434510	    -67.7785	
    0.062625	    0.434395	    -67.8033	
    0.062650	    0.434280	    -67.8281	
    0.062675	    0.434165	    -67.8529	
    0.062700	    0.434049	    -67.8777	
    0.062725	    0.433934	    -67.9025	
    0.062750	    0.433819	    -67.9272	
    0.062775	    0.433704	    -67.9520	
    0.062800	    0.433588	    -67.9768	
    0.062825	    0.433473	    -68.0016	
    0.062850	    0.433358	    -68.0263	
    0.062875	    0.433242	    -68.0511	
    0.062900	    0.433127	    -68.0759	
    0.062925	    0.433011	    -68.1006	
    0.062950	    0.432896	    -68.1254	
    0.062975	    0.432780	    -68.1501	
    0.063000	    0.432664	    -68.1749	
    0.063025	    0.432548	    -68.1997	
    0.063050	    0.432433	    -68.2244	
    0.063075	    0.432317	    -68.2492	
    0.063100	    0.432201	    -68.2739	
    0.063125	    0.432085	    -68.2987	
    0.063150	    0.431969	    -68.3234	
    0.063175	    0.431853	    -68.3481	
    0.063200	    0.431737	    -68.3729	
    0.063225	    0.431620	    -68.3976	
    0.063250	    0.431504	    -68.4224	
    0.063275	    0.431388	    -68.4471	
    0.063300	    0.431272	    -68.4718	
    0.063325	    0.431155	    -68.4966	
    0.063350	    0.431039	    -68.5213	
    0.063375	    0.430922	    -68.5460	
    0.063400	    0.430806	    -68.5707	
    0.063425	    0.430689	    -68.5955	
    0.063450	    0.430572	    -68.6202	
    0.063475	    0.430456	    -68.6449	
    0.063500	    0.430339	    -68.6696	
    0.063525	    0.430222	    -68.6943	
    0.063550	    0.430105	    -68.7190	
    0.063575	    0.429989	    -68.7437	
    0.063600	    0.429872	    -68.7684	
    0.063625	    0.429755	    -68.7931	
    0.063650	    0.429638	    -68.8178	
    0.063675	    0.429520	    -68.8425	
    0.063700	    0.429403	    -68.8672	
    0.063725	    0.429286	    -68.8919	
    0.063750	    0.429169	    -68.9166	
    0.063775	    0.429052	    -68.9413	
    0.063800	    0.428934	    -68.9660	
    0.063825	    0.428817	    -68.9907	
    0.063850	    0.428699	    -69.0154	
    0.063875	    0.428582	    -69.0401	
    0.063900	    0.428464	    -69.0648	
    0.063925	    0.428347	    -69.0894	
    0.063950	    0.428229	    -69.1141	
    0.063975	    0.428111	    -69.1388	
    0.064000	    0.427994	    -69.1635	
    0.064025	    0.427876	    -69.1881	
    0.064050	    0.427758	    -69.2128	
    0.064075	    0.427640	    -69.2375	
    0.064100	    0.427522	    -69.2621	
    0.064125	    0.427404	    -69.2868	
    0.064150	    0.427286	    -69.3115	
    0.064175	    0.427168	    -69.3361	
    0.064200	    0.427050	    -69.3608	
    0.064225	    0.426932	    -69.3854	
    0.064250	    0.426813	    -69.4101	
    0.064275	    0.426695	    -69.4347	
    0.064300	    0.426577	    -69.4594	
    0.064325	    0.426458	    -69.4840	
    0.064350	    0.426340	    -69.5087	
    0.064375	    0.426221	    -69.5333	
    0.064400	    0.426103	    -69.5579	
    0.064425	    0.425984	    -69.5826	
    0.064450	    0.425865	    -69.6072	
    0.064475	    0.425747	    -69.6318	
    0.064500	    0.425628	    -69.6565	
    0.064525	    0.425509	    -69.6811	
    0.064550	    0.425390	    -69.7057	
    0.064575	    0.425271	    -69.7304	
    0.064600	    0.425152	    -69.7550	
    0.064625	    0.425033	    -69.7796	
    0.064650	    0.424914	    -69.8042	
    0.064675	    0.424795	    -69.8288	
    0.064700	    0.424676	    -69.8534	
    0.064725	    0.424557	    -69.8781	
    0.064750	    0.424437	    -69.9027	
    0.064775	    0.424318	    -69.9273	
    0.064800	    0.424199	    -69.9519	
    0.064825	    0.424079	    -69.9765	
    0.064850	    0.423960	    -70.0011	
    0.064875	    0.423840	    -70.0257	
    0.064900	    0.423721	    -70.0503	
    0.064925	    0.423601	    -70.0749	
    0.064950	    0.423481	    -70.0995	
    0.064975	    0.423362	    -70.1241	
    0.065000	    0.423242	    -70.1486	
    0.065025	    0.423122	    -70.1732	
    0.065050	    0.423002	    -70.1978	
    0.065075	    0.422882	    -70.2224	
    0.065100	    0.422762	    -70.2470	
    0.065125	    0.422642	    -70.2716	
    0.065150	    0.422522	    -70.2961	
    0.065175	    0.422402	    -70.3207	
    0.065200	    0.422282	    -70.3453	
    0.065225	    0.422161	    -70.3699	
    0.065250	    0.422041	    -70.3944	
    0.065275	    0.421921	    -70.4190	
    0.065300	    0.421800	    -70.4435	
    0.065325	    0.421680	    -70.4681	
    0.065350	    0.421559	    -70.4927	
    0.065375	    0.421439	    -70.5172	
    0.065400	    0.421318	    -70.5418	
    0.065425	    0.421198	    -70.5663	
    0.065450	    0.421077	    -70.5909	
    0.065475	    0.420956	    -70.6154	
    0.065500	    0.420835	    -70.6400	
    0.065525	    0.420714	    -70.6645	
    0.065550	    0.420594	    -70.6891	
    0.065575	    0.420473	    -70.7136	
    0.065600	    0.420352	    -70.7381	
    0.065625	    0.420230	    -70.7627	
    0.065650	    0.420109	    -70.7872	
    0.065675	    0.419988	    -70.8118	
    0.065700	    0.419867	    -70.8363	
    0.065725	    0.419746	    -70.8608	
    0.065750	    0.419624	    -70.8853	
    0.065775	    0.419503	    -70.9099	
    0.065800	    0.419382	    -70.9344	
    0.065825	    0.419260	    -70.9589	
    0.065850	    0.419139	    -70.9834	
    0.065875	    0.419017	    -71.0079	
    0.065900	    0.418895	    -71.0324	
    0.065925	    0.418774	    -71.0570	
    0.065950	    0.418652	    -71.0815	
    0.065975	    0.418530	    -71.1060	
    0.066000	    0.418408	    -71.1305	
    0.066025	    0.418286	    -71.1550	
    0.066050	    0.418164	    -71.1795	
    0.066075	    0.418042	    -71.2040	
    0.066100	    0.417920	    -71.2285	
    0.066125	    0.417798	    -71.2530	
    0.066150	    0.417676	    -71.2775	
    0.066175	    0.417554	    -71.3020	
    0.066200	    0.417432	    -71.3264	
    0.066225	    0.417309	    -71.3509	
    0.066250	    0.417187	    -71.3754	
    0.066275	    0.417065	    -71.3999	
    0.066300	    0.416942	    -71.4244	
    0.066325	    0.416820	    -71.4489	
    0.066350	    0.416697	    -71.4733	
    0.066375	    0.416575	    -71.4978	
    0.066400	    0.416452	    -71.5223	
    0.066425	    0.416329	    -71.5467	
    0.066450	    0.416206	    -71.5712	
    0.066475	    0.416084	    -71.5957	
    0.066500	    0.415961	    -71.6201	
    0.066525	    0.415838	    -71.6446	
    0.066550	    0.415715	    -71.6691	
    0.066575	    0.415592	    -71.6935	
    0.066600	    0.415469	    -71.7180	
    0.066625	    0.415346	    -71.7424	
    0.066650	    0.415222	    -71.7669	
    0.066675	    0.415099	    -71.7913	
    0.066700	    0.414976	    -71.8158	
    0.066725	    0.414853	    -71.8402	
    0.066750	    0.414729	    -71.8647	
    0.066775	    0.414606	    -71.8891	
    0.066800	    0.414482	    -71.9135	
    0.066825	    0.414359	    -71.9380	
    0.066850	    0.414235	    -71.9624	
    0.066875	    0.414112	    -71.9868	
    0.066900	    0.413988	    -72.0113	
    0.066925	    0.413864	    -72.0357	
    0.066950	    0.413740	    -72.0601	
    0.066975	    0.413617	    -72.0846	
    0.067000	    0.413493	    -72.1090	
    0.067025	    0.413369	    -72.1334	
    0.067050	    0.413245	    -72.1578	
    0.067075	    0.413121	    -72.1822	
    0.067100	    0.412997	    -72.2066	
    0.067125	    0.412872	    -72.2310	
    0.067150	    0.412748	    -72.2555	
    0.067175	    0.412624	    -72.2799	
    0.067200	    0.412500	    -72.3043	
    0.067225	    0.412375	    -72.3287	
    0.067250	    0.412251	    -72.3531	
    0.067275	    0.412126	    -72.3775	
    0.067300	    0.412002	    -72.4019	
    0.067325	    0.411877	    -72.4263	
    0.067350	    0.411753	    -72.4507	
    0.067375	    0.411628	    -72.4750	
    0.067400	    0.411503	    -72.4994	
    0.067425	    0.411379	    -72.5238	
    0.067450	    0.411254	    -72.5482	
    0.067475	    0.411129	    -72.5726	
    0.067500	    0.411004	    -72.5970	
    0.067525	    0.410879	    -72.6213	
    0.067550	    0.410754	    -72.6457	
    0.067575	    0.410629	    -72.6701	
    0.067600	    0.410504	    -72.6945	
    0.067625	    0.410379	    -72.7188	
    0.067650	    0.410253	    -72.7432	
    0.067675	    0.410128	    -72.7676	
    0.067700	    0.410003	    -72.7919	
    0.067725	    0.409877	    -72.8163	
    0.067750	    0.409752	    -72.8407	
    0.067775	    0.409626	    -72.8650	
    0.067800	    0.409501	    -72.8894	
    0.067825	    0.409375	    -72.9137	
    0.067850	    0.409250	    -72.9381	
    0.067875	    0.409124	    -72.9624	
    0.067900	    0.408998	    -72.9868	
    0.067925	    0.408872	    -73.0111	
    0.067950	    0.408747	    -73.0355	
    0.067975	    0.408621	    -73.0598	
    0.068000	    0.408495	    -73.0841	
    0.068025	    0.408369	    -73.1085	
    0.068050	    0.408243	    -73.1328	
    0.068075	    0.408116	    -73.1571	
    0.068100	    0.407990	    -73.1815	
    0.068125	    0.407864	    -73.2058	
    0.068150	    0.407738	    -73.2301	
    0.068175	    0.407611	    -73.2544	
    0.068200	    0.407485	    -73.2788	
    0.068225	    0.407359	    -73.3031	
    0.068250	    0.407232	    -73.3274	
    0.068275	    0.407106	    -73.3517	
    0.068300	    0.406979	    -73.3760	
    0.068325	    0.406852	    -73.4004	
    0.068350	    0.406726	    -73.4247	
    0.068375	    0.406599	    -73.4490	
    0.068400	    0.406472	    -73.4733	
    0.068425	    0.406345	    -73.4976	
    0.068450	    0.406219	    -73.5219	
    0.068475	    0.406092	    -73.5462	
    0.068500	    0.405965	    -73.5705	
    0.068525	    0.405838	    -73.5948	
    0.068550	    0.405710	    -73.6191	
    0.068575	    0.405583	    -73.6434	
    0.068600	    0.405456	    -73.6676	
    0.068625	    0.405329	    -73.6919	
    0.068650	    0.405202	    -73.7162	
    0.068675	    0.405074	    -73.7405	
    0.068700	    0.404947	    -73.7648	
    0.068725	    0.404819	    -73.7891	
    0.068750	    0.404692	    -73.8133	
    0.068775	    0.404564	    -73.8376	
    0.068800	    0.404437	    -73.8619	
    0.068825	    0.404309	    -73.8862	
    0.068850	    0.404181	    -73.9104	
    0.068875	    0.404053	    -73.9347	
    0.068900	    0.403926	    -73.9590	
    0.068925	    0.403798	    -73.9832	
    0.068950	    0.403670	    -74.0075	
    0.068975	    0.403542	    -74.0317	
    0.069000	    0.403414	    -74.0560	
    0.069025	    0.403286	    -74.0802	
    0.069050	    0.403158	    -74.1045	
    0.069075	    0.403029	    -74.1287	
    0.069100	    0.402901	    -74.1530	
    0.069125	    0.402773	    -74.1772	
    0.069150	    0.402645	    -74.2015	
    0.069175	    0.402516	    -74.2257	
    0.069200	    0.402388	    -74.2500	
    0.069225	    0.402259	    -74.2742	
    0.069250	    0.402131	    -74.2984	
    0.069275	    0.402002	    -74.3227	
    0.069300	    0.401873	    -74.3469	
    0.069325	    0.401745	    -74.3711	
    0.069350	    0.401616	    -74.3954	
    0.069375	    0.401487	    -74.4196	
    0.069400	    0.401358	    -74.4438	
    0.069425	    0.401229	    -74.4680	
    0.069450	    0.401100	    -74.4922	
    0.069475	    0.400971	    -74.5165	
    0.069500	    0.400842	    -74.5407	
    0.069525	    0.400713	    -74.5649	
    0.069550	    0.400584	    -74.5891	
    0.069575	    0.400455	    -74.6133	
    0.069600	    0.400325	    -74.6375	
    0.069625	    0.400196	    -74.6617	
    0.069650	    0.400067	    -74.6859	
    0.069675	    0.399937	    -74.7101	
    0.069700	    0.399808	    -74.7343	
    0.069725	    0.399678	    -74.7585	
    0.069750	    0.399549	    -74.7827	
    0.069775	    0.399419	    -74.8069	
    0.069800	    0.399289	    -74.8311	
    0.069825	    0.399160	    -74.8553	
    0.069850	    0.399030	    -74.8795	
    0.069875	    0.398900	    -74.9037	
    0.069900	    0.398770	    -74.9278	
    0.069925	    0.398640	    -74.9520	
    0.069950	    0.398510	    -74.9762	
    0.069975	    0.398380	    -75.0004	
    0.070000	    0.398250	    -75.0245	
    0.070025	    0.398120	    -75.0487	
    0.070050	    0.397989	    -75.0729	
    0.070075	    0.397859	    -75.0971	
    0.070100	    0.397729	    -75.1212	
    0.070125	    0.397598	    -75.1454	
    0.070150	    0.397468	    -75.1695	
    0.070175	    0.397338	    -75.1937	
    0.070200	    0.397207	    -75.2179	
    0.070225	    0.397076	    -75.2420	
    0.070250	    0.396946	    -75.2662	
    0.070275	    0.396815	    -75.2903	
    0.070300	    0.396684	    -75.3145	
    0.070325	    0.396554	    -75.3386	
    0.070350	    0.396423	    -75.3628	
    0.070375	    0.396292	    -75.3869	
    0.070400	    0.396161	    -75.4110	
    0.070425	    0.396030	    -75.4352	
    0.070450	    0.395899	    -75.4593	
    0.070475	    0.395768	    -75.4835	
    0.070500	    0.395637	    -75.5076	
    0.070525	    0.395505	    -75.5317	
    0.070550	    0.395374	    -75.5559	
    0.070575	    0.395243	    -75.5800	
    0.070600	    0.395111	    -75.6041	
    0.070625	    0.394980	    -75.6282	
    0.070650	    0.394849	    -75.6523	
    0.070675	    0.394717	    -75.6765	
    0.070700	    0.394585	    -75.7006	
    0.070725	    0.394454	    -75.7247	
    0.070750	    0.394322	    -75.7488	
    0.070775	    0.394190	    -75.7729	
    0.070800	    0.394059	    -75.7970	
    0.070825	    0.393927	    -75.8211	
    0.070850	    0.393795	    -75.8452	
    0.070875	    0.393663	    -75.8693	
    0.070900	    0.393531	    -75.8934	
    0.070925	    0.393399	    -75.9175	
    0.070950	    0.393267	    -75.9416	
    0.070975	    0.393135	    -75.9657	
    0.071000	    0.393002	    -75.9898	
    0.071025	    0.392870	    -76.0139	
    0.071050	    0.392738	    -76.0380	
    0.071075	    0.392605	    -76.0621	
    0.071100	    0.392473	    -76.0862	
    0.071125	    0.392341	    -76.1103	
    0.071150	    0.392208	    -76.1343	
    0.071175	    0.392075	    -76.1584	
    0.071200	    0.391943	    -76.1825	
    0.071225	    0.391810	    -76.2066	
    0.071250	    0.391677	    -76.2306	
    0.071275	    0.391545	    -76.2547	
    0.071300	    0.391412	    -76.2788	
    0.071325	    0.391279	    -76.3028	
    0.071350	    0.391146	    -76.3269	
    0.071375	    0.391013	    -76.3510	
    0.071400	    0.390880	    -76.3750	
    0.071425	    0.390747	    -76.3991	
    0.071450	    0.390614	    -76.4231	
    0.071475	    0.390480	    -76.4472	
    0.071500	    0.390347	    -76.4712	
    0.071525	    0.390214	    -76.4953	
    0.071550	    0.390081	    -76.5193	
    0.071575	    0.389947	    -76.5434	
    0.071600	    0.389814	    -76.5674	
    0.071625	    0.389680	    -76.5915	
    0.071650	    0.389547	    -76.6155	
    0.071675	    0.389413	    -76.6395	
    0.071700	    0.389279	    -76.6636	
    0.071725	    0.389146	    -76.6876	
    0.071750	    0.389012	    -76.7116	
    0.071775	    0.388878	    -76.7357	
    0.071800	    0.388744	    -76.7597	
    0.071825	    0.388610	    -76.7837	
    0.071850	    0.388476	    -76.8077	
    0.071875	    0.388342	    -76.8318	
    0.071900	    0.388208	    -76.8558	
    0.071925	    0.388074	    -76.8798	
    0.071950	    0.387940	    -76.9038	
    0.071975	    0.387805	    -76.9278	
    0.072000	    0.387671	    -76.9518	
    0.072025	    0.387537	    -76.9758	
    0.072050	    0.387402	    -76.9999	
    0.072075	    0.387268	    -77.0239	
    0.072100	    0.387133	    -77.0479	
    0.072125	    0.386999	    -77.0719	
    0.072150	    0.386864	    -77.0959	
    0.072175	    0.386729	    -77.1199	
    0.072200	    0.386595	    -77.1439	
    0.072225	    0.386460	    -77.1678	
    0.072250	    0.386325	    -77.1918	
    0.072275	    0.386190	    -77.2158	
    0.072300	    0.386055	    -77.2398	
    0.072325	    0.385920	    -77.2638	
    0.072350	    0.385785	    -77.2878	
    0.072375	    0.385650	    -77.3118	
    0.072400	    0.385515	    -77.3357	
    0.072425	    0.385380	    -77.3597	
    0.072450	    0.385244	    -77.3837	
    0.072475	    0.385109	    -77.4077	
    0.072500	    0.384974	    -77.4316	
    0.072525	    0.384838	    -77.4556	
    0.072550	    0.384703	    -77.4796	
    0.072575	    0.384567	    -77.5035	
    0.072600	    0.384432	    -77.5275	
    0.072625	    0.384296	    -77.5515	
    0.072650	    0.384160	    -77.5754	
    0.072675	    0.384025	    -77.5994	
    0.072700	    0.383889	    -77.6233	
    0.072725	    0.383753	    -77.6473	
    0.072750	    0.383617	    -77.6712	
    0.072775	    0.383481	    -77.6952	
    0.072800	    0.383345	    -77.7191	
    0.072825	    0.383209	    -77.7431	
    0.072850	    0.383073	    -77.7670	
    0.072875	    0.382937	    -77.7909	
    0.072900	    0.382801	    -77.8149	
    0.072925	    0.382665	    -77.8388	
    0.072950	    0.382528	    -77.8628	
    0.072975	    0.382392	    -77.8867	
    0.073000	    0.382255	    -77.9106	
    0.073025	    0.382119	    -77.9345	
    0.073050	    0.381982	    -77.9585	
    0.073075	    0.381846	    -77.9824	
    0.073100	    0.381709	    -78.0063	
    0.073125	    0.381573	    -78.0302	
    0.073150	    0.381436	    -78.0542	
    0.073175	    0.381299	    -78.0781	
    0.073200	    0.381162	    -78.1020	
    0.073225	    0.381025	    -78.1259	
    0.073250	    0.380888	    -78.1498	
    0.073275	    0.380751	    -78.1737	
    0.073300	    0.380614	    -78.1976	
    0.073325	    0.380477	    -78.2215	
    0.073350	    0.380340	    -78.2454	
    0.073375	    0.380203	    -78.2693	
    0.073400	    0.380066	    -78.2932	
    0.073425	    0.379928	    -78.3171	
    0.073450	    0.379791	    -78.3410	
    0.073475	    0.379653	    -78.3649	
    0.073500	    0.379516	    -78.3888	
    0.073525	    0.379378	    -78.4127	
    0.073550	    0.379241	    -78.4366	
    0.073575	    0.379103	    -78.4605	
    0.073600	    0.378965	    -78.4843	
    0.073625	    0.378828	    -78.5082	
    0.073650	    0.378690	    -78.5321	
    0.073675	    0.378552	    -78.5560	
    0.073700	    0.378414	    -78.5798	
    0.073725	    0.378276	    -78.6037	
    0.073750	    0.378138	    -78.6276	
    0.073775	    0.378000	    -78.6515	
    0.073800	    0.377862	    -78.6753	
    0.073825	    0.377724	    -78.6992	
    0.073850	    0.377586	    -78.7230	
    0.073875	    0.377447	    -78.7469	
    0.073900	    0.377309	    -78.7708	
    0.073925	    0.377171	    -78.7946	
    0.073950	    0.377032	    -78.8185	
    0.073975	    0.376894	    -78.8423	
    0.074000	    0.376755	    -78.8662	
    0.074025	    0.376617	    -78.8900	
    0.074050	    0.376478	    -78.9139	
    0.074075	    0.376339	    -78.9377	
    0.074100	    0.376201	    -78.9616	
    0.074125	    0.376062	    -78.9854	
    0.074150	    0.375923	    -79.0092	
    0.074175	    0.375784	    -79.0331	
    0.074200	    0.375645	    -79.0569	
    0.074225	    0.375506	    -79.0807	
    0.074250	    0.375367	    -79.1046	
    0.074275	    0.375228	    -79.1284	
    0.074300	    0.375089	    -79.1522	
    0.074325	    0.374949	    -79.1760	
    0.074350	    0.374810	    -79.1999	
    0.074375	    0.374671	    -79.2237	
    0.074400	    0.374531	    -79.2475	
    0.074425	    0.374392	    -79.2713	
    0.074450	    0.374252	    -79.2951	
    0.074475	    0.374113	    -79.3189	
    0.074500	    0.373973	    -79.3428	
    0.074525	    0.373834	    -79.3666	
    0.074550	    0.373694	    -79.3904	
    0.074575	    0.373554	    -79.4142	
    0.074600	    0.373414	    -79.4380	
    0.074625	    0.373274	    -79.4618	
    0.074650	    0.373134	    -79.4856	
    0.074675	    0.372995	    -79.5094	
    0.074700	    0.372854	    -79.5332	
    0.074725	    0.372714	    -79.5570	
    0.074750	    0.372574	    -79.5807	
    0.074775	    0.372434	    -79.6045	
    0.074800	    0.372294	    -79.6283	
    0.074825	    0.372154	    -79.6521	
    0.074850	    0.372013	    -79.6759	
    0.074875	    0.371873	    -79.6997	
    0.074900	    0.371732	    -79.7234	
    0.074925	    0.371592	    -79.7472	
    0.074950	    0.371451	    -79.7710	
    0.074975	    0.371311	    -79.7948	
    0.075000	    0.371170	    -79.8185	
    0.075025	    0.371029	    -79.8423	
    0.075050	    0.370888	    -79.8661	
    0.075075	    0.370748	    -79.8898	
    0.075100	    0.370607	    -79.9136	
    0.075125	    0.370466	    -79.9374	
    0.075150	    0.370325	    -79.9611	
    0.075175	    0.370184	    -79.9849	
    0.075200	    0.370043	    -80.0086	
    0.075225	    0.369902	    -80.0324	
    0.075250	    0.369760	    -80.0561	
    0.075275	    0.369619	    -80.0799	
    0.075300	    0.369478	    -80.1036	
    0.075325	    0.369336	    -80.1274	
    0.075350	    0.369195	    -80.1511	
    0.075375	    0.369054	    -80.1749	
    0.075400	    0.368912	    -80.1986	
    0.075425	    0.368770	    -80.2223	
    0.075450	    0.368629	    -80.2461	
    0.075475	    0.368487	    -80.2698	
    0.075500	    0.368345	    -80.2935	
    0.075525	    0.368204	    -80.3173	
    0.075550	    0.368062	    -80.3410	
    0.075575	    0.367920	    -80.3647	
    0.075600	    0.367778	    -80.3884	
    0.075625	    0.367636	    -80.4122	
    0.075650	    0.367494	    -80.4359	
    0.075675	    0.367352	    -80.4596	
    0.075700	    0.367210	    -80.4833	
    0.075725	    0.367067	    -80.5070	
    0.075750	    0.366925	    -80.5307	
    0.075775	    0.366783	    -80.5544	
    0.075800	    0.366640	    -80.5781	
    0.075825	    0.366498	    -80.6018	
    0.075850	    0.366355	    -80.6255	
    0.075875	    0.366213	    -80.6492	
    0.075900	    0.366070	    -80.6729	
    0.075925	    0.365928	    -80.6966	
    0.075950	    0.365785	    -80.7203	
    0.075975	    0.365642	    -80.7440	
    0.076000	    0.365499	    -80.7677	
    0.076025	    0.365356	    -80.7914	
    0.076050	    0.365214	    -80.8151	
    0.076075	    0.365071	    -80.8388	
    0.076100	    0.364928	    -80.8625	
    0.076125	    0.364785	    -80.8862	
    0.076150	    0.364641	    -80.9098	
    0.076175	    0.364498	    -80.9335	
    0.076200	    0.364355	    -80.9572	
    0.076225	    0.364212	    -80.9809	
    0.076250	    0.364068	    -81.0045	
    0.076275	    0.363925	    -81.0282	
    0.076300	    0.363781	    -81.0519	
    0.076325	    0.363638	    -81.0755	
    0.076350	    0.363494	    -81.0992	
    0.076375	    0.363351	    -81.1229	
    0.076400	    0.363207	    -81.1465	
    0.076425	    0.363063	    -81.1702	
    0.076450	    0.362920	    -81.1938	
    0.076475	    0.362776	    -81.2175	
    0.076500	    0.362632	    -81.2411	
    0.076525	    0.362488	    -81.2648	
    0.076550	    0.362344	    -81.2884	
    0.076575	    0.362200	    -81.3121	
    0.076600	    0.362056	    -81.3357	
    0.076625	    0.361912	    -81.3594	
    0.076650	    0.361767	    -81.3830	
    0.076675	    0.361623	    -81.4066	
    0.076700	    0.361479	    -81.4303	
    0.076725	    0.361335	    -81.4539	
    0.076750	    0.361190	    -81.4775	
    0.076775	    0.361046	    -81.5012	
    0.076800	    0.360901	    -81.5248	
    0.076825	    0.360757	    -81.5484	
    0.076850	    0.360612	    -81.5721	
    0.076875	    0.360467	    -81.5957	
    0.076900	    0.360322	    -81.6193	
    0.076925	    0.360178	    -81.6429	
    0.076950	    0.360033	    -81.6665	
    0.076975	    0.359888	    -81.6902	
    0.077000	    0.359743	    -81.7138	
    0.077025	    0.359598	    -81.7374	
    0.077050	    0.359453	    -81.7610	
    0.077075	    0.359308	    -81.7846	
    0.077100	    0.359163	    -81.8082	
    0.077125	    0.359017	    -81.8318	
    0.077150	    0.358872	    -81.8554	
    0.077175	    0.358727	    -81.8790	
    0.077200	    0.358581	    -81.9026	
    0.077225	    0.358436	    -81.9262	
    0.077250	    0.358290	    -81.9498	
    0.077275	    0.358145	    -81.9734	
    0.077300	    0.357999	    -81.9970	
    0.077325	    0.357854	    -82.0206	
    0.077350	    0.357708	    -82.0441	
    0.077375	    0.357562	    -82.0677	
    0.077400	    0.357416	    -82.0913	
    0.077425	    0.357270	    -82.1149	
    0.077450	    0.357124	    -82.1385	
    0.077475	    0.356979	    -82.1620	
    0.077500	    0.356832	    -82.1856	
    0.077525	    0.356686	    -82.2092	
    0.077550	    0.356540	    -82.2327	
    0.077575	    0.356394	    -82.2563	
    0.077600	    0.356248	    -82.2799	
    0.077625	    0.356101	    -82.3034	
    0.077650	    0.355955	    -82.3270	
    0.077675	    0.355809	    -82.3506	
    0.077700	    0.355662	    -82.3741	
    0.077725	    0.355516	    -82.3977	
    0.077750	    0.355369	    -82.4212	
    0.077775	    0.355222	    -82.4448	
    0.077800	    0.355076	    -82.4683	
    0.077825	    0.354929	    -82.4919	
    0.077850	    0.354782	    -82.5154	
    0.077875	    0.354635	    -82.5390	
    0.077900	    0.354489	    -82.5625	
    0.077925	    0.354342	    -82.5861	
    0.077950	    0.354195	    -82.6096	
    0.077975	    0.354048	    -82.6331	
    0.078000	    0.353900	    -82.6567	
    0.078025	    0.353753	    -82.6802	
    0.078050	    0.353606	    -82.7037	
    0.078075	    0.353459	    -82.7273	
    0.078100	    0.353311	    -82.7508	
    0.078125	    0.353164	    -82.7743	
    0.078150	    0.353017	    -82.7978	
    0.078175	    0.352869	    -82.8214	
    0.078200	    0.352721	    -82.8449	
    0.078225	    0.352574	    -82.8684	
    0.078250	    0.352426	    -82.8919	
    0.078275	    0.352279	    -82.9154	
    0.078300	    0.352131	    -82.9389	
    0.078325	    0.351983	    -82.9625	
    0.078350	    0.351835	    -82.9860	
    0.078375	    0.351687	    -83.0095	
    0.078400	    0.351539	    -83.0330	
    0.078425	    0.351391	    -83.0565	
    0.078450	    0.351243	    -83.0800	
    0.078475	    0.351095	    -83.1035	
    0.078500	    0.350947	    -83.1270	
    0.078525	    0.350798	    -83.1505	
    0.078550	    0.350650	    -83.1740	
    0.078575	    0.350502	    -83.1974	
    0.078600	    0.350353	    -83.2209	
    0.078625	    0.350205	    -83.2444	
    0.078650	    0.350056	    -83.2679	
    0.078675	    0.349908	    -83.2914	
    0.078700	    0.349759	    -83.3149	
    0.078725	    0.349610	    -83.3383	
    0.078750	    0.349462	    -83.3618	
    0.078775	    0.349313	    -83.3853	
    0.078800	    0.349164	    -83.4088	
    0.078825	    0.349015	    -83.4322	
    0.078850	    0.348866	    -83.4557	
    0.078875	    0.348717	    -83.4792	
    0.078900	    0.348568	    -83.5026	
    0.078925	    0.348419	    -83.5261	
    0.078950	    0.348270	    -83.5496	
